ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
npr-28,1,0.0130327121074,-0.601728605991,7.0,,c_eleg,15.9286,15.9286,13463.0,13463.0,1.0,c_brig,13.9898,11.658166666666666,1463.0,8305.333333333334,6.0,c_bren,17.4286,15.6582,7716.0,12558.5,2.0,c_rema,12.6531,12.6531,3762.0,3762.0,1.0,c_japo,14.8878,12.497071428571429,1466.0,4226.0,7.0,p_exsp,13.1939,13.1939,874.0,874.0,1.0,a_lumb,14.5306,12.58165,1429.0,2581.5,2.0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6589142857,13.4529554422,4310.42857143,6538.61904762,2.85714285714,,,,,
B0563.6,2,0.0260654242148,-0.613733196556,7.0,5.0,c_eleg,15.9898,12.5578333333,4872.0,10500.3333333,3.0,c_brig,13.1837,12.045950000000001,1183.0,4560.5,2.0,c_bren,13.8571,13.47955,1419.0,4821.0,2.0,c_rema,13.8163,13.8163,7080.0,7080.0,1.0,c_japo,18.7245,18.7245,1317.0,1317.0,1.0,p_paci,10.6122,10.6122,469.0,469.0,1.0,p_exsp,12.2245,12.2245,190.0,190.0,1.0,NA,NA,NA,NA,NA,NA,c_eleg,13.7143,13.7143,867.0,867.0,1.0,c_bren,12.7653,12.7653,2731.0,2731.0,1.0,c_japo,12.6837,12.6837,356.0,356.0,1.0,p_paci,11.5,11.5,1451.0,1451.0,1.0,p_exsp,12.3163,12.3163,2057.0,2057.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0583,13.351547619,2361.42857143,4133.97619048,1.57142857143,12.59592,12.59592,1492.4,1492.4,1.0
B0403.6,3,0.0390981363222,-0.662290378507,6.0,,c_eleg,14.9286,14.31125,1282.0,4642.0,2.0,c_brig,13.7245,13.7245,945.0,945.0,1.0,c_rema,17.7959,17.7959,945.0,945.0,1.0,c_japo,14.9286,14.14285,1334.0,5027.5,2.0,p_paci,11.5816,11.051,845.0,874.5,2.0,p_exsp,10.8469,10.8469,27.0,27.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9676833333,13.6454,896.333333333,2076.83333333,1.5,,,,,
B0302.5,4,0.0521308484296,-0.694896945886,8.0,,c_eleg,12.3878,11.58165,3331.0,4718.5,2.0,c_brig,13.9286,13.9286,797.0,797.0,1.0,c_bren,16.9388,13.108833333333335,334.0,1830.0,3.0,c_rema,14.5306,12.448966666666665,2412.0,2920.6666666666665,3.0,c_japo,16.551,14.217699999999999,339.0,1556.3333333333333,3.0,p_paci,11.6939,11.6939,5641.0,5641.0,1.0,p_exsp,10.8163,10.8163,6233.0,6233.0,1.0,a_lumb,15.1735,13.282333333333334,2312.0,3246.6666666666665,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0025625,12.6347854167,2674.875,3367.89583333,2.125,,,,,
F44E2.4,5,0.0651635605369,-0.711790677259,5.0,,c_eleg,18.1939,13.053575,746.0,3756.5,4.0,c_brig,13.2347,13.2347,3735.0,3735.0,1.0,c_bren,16.1224,14.755099999999999,3614.0,6203.5,2.0,c_rema,13.2347,12.343533333333333,979.0,2902.3333333333335,3.0,p_paci,13.0612,13.0612,1063.0,1063.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.76938,13.2896216667,2027.4,3532.06666667,2.2,,,,,
nlp-14,6,0.0781962726443,-0.713740671539,7.0,,c_eleg,17.9694,13.37142,1520.0,5940.8,5.0,c_bren,12.1327,11.36735,8414.0,9289.5,2.0,c_rema,15.7143,13.7908,2317.0,6473.5,2.0,c_japo,13.4388,12.05105,10194.0,12375.0,2.0,p_paci,15.2551,12.353733333333333,2421.0,4437.666666666667,3.0,p_exsp,15.2551,12.146233333333333,2417.0,4600.0,3.0,a_lumb,12.1122,11.31426,3186.0,11534.2,5.0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5539428571,12.3421209524,4352.71428571,7807.23809524,3.14285714286,,,,,
nhr-46,7,0.0912289847517,-0.743291728802,7.0,,c_eleg,15.3367,12.88605,8326.0,20086.1666667,12.0,c_brig,13.6429,11.8788125,2116.0,15571.25,8.0,c_bren,14.0204,12.01275,3578.0,4319.5,4.0,c_rema,15.3265,13.04845,2218.0,9605.75,4.0,c_japo,16.949,14.4388,1735.0,4358.5,2.0,p_paci,14.1735,14.1735,1484.0,1484.0,1.0,p_exsp,13.1429,11.558454545454545,147.0,3154.6363636363635,22.0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6559857143,12.8566881494,2800.57142857,8368.54329004,7.57142857143,,,,,
abl-1,8,0.104261696859,-0.749967870324,5.0,6.0,c_eleg,12.8265,12.8265,1978.0,1978.0,1.0,c_bren,15.449000000000002,15.449000000000002,4060.0,4060.0,1.0,p_paci,18.1837,12.724475,275.0,7025.5,4.0,p_exsp,17.3061,12.83672,796.0,10620.0,5.0,a_lumb,12.398,11.7143,5754.0,11676.25,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.3776,10.9541,4197.0,5676.0,2.0,c_brig,14.2041,11.46326,1681.0,4415.4,5.0,c_bren,10.4898,10.4898,2367.0,2367.0,1.0,c_rema,13.6837,13.15305,554.0,955.0,2.0,p_paci,14.6531,12.206366666666666,3365.0,14946.0,9.0,a_lumb,12.2857,11.877566666666667,7309.0,8291.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23266,13.110199,2572.6,7071.95,3.0,12.7823333333,11.6906905556,3245.5,6108.4,3.66666666667
die-1,9,0.117294408967,-0.755597000277,7.0,4.0,c_eleg,15.2551,13.35205,16549.0,17479.5,2.0,c_brig,12.8061,12.3495,3981.0,14712.25,4.0,c_bren,15.6837,14.35308,14870.0,20656.2,5.0,c_rema,13.7755,11.529157142857143,1633.0,13453.857142857143,7.0,c_japo,14.4082,11.88776,5062.0,10115.2,5.0,p_exsp,11.102,11.102,1565.0,1565.0,1.0,a_lumb,14.8061,12.293561538461539,365.0,24105.384615384617,13.0,NA,NA,NA,NA,NA,NA,c_eleg,16.0816,16.0816,7920.0,7920.0,1.0,c_brig,13.6837,12.142866666666668,2877.0,5124.0,3.0,p_paci,11.7347,11.14692,619.0,3492.8,5.0,a_lumb,13.3776,12.275549999999999,4208.0,5199.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9766714286,12.4095869545,6289.28571429,14583.9131083,5.28571428571,13.7194,12.9117341667,3906.0,5433.95,2.75
plx-2,10,0.130327121074,-0.766296928138,7.0,6.0,c_eleg,14.4694,12.91835,2441.0,3089.0,2.0,c_brig,14.4694,12.83062,5753.0,9129.4,5.0,c_bren,14.5,12.826525,1605.0,7104.5,4.0,c_rema,14.4694,12.370733333333334,2197.0,8597.666666666666,6.0,c_japo,14.4694,12.576550000000001,5678.0,7541.5,2.0,p_paci,16.9592,12.420925,108.0,1476.0,4.0,a_lumb,14.2755,14.2755,1186.0,1186.0,1.0,NA,NA,NA,NA,NA,NA,c_eleg,13.0306,13.0306,4984.0,4984.0,1.0,c_brig,11.550999999999998,11.550999999999998,6688.0,6688.0,1.0,c_japo,14.2959,14.2959,3344.0,3344.0,1.0,p_paci,17.3163,12.408175,165.0,3499.0,4.0,p_exsp,10.7449,10.7449,3188.0,3188.0,1.0,a_lumb,12.2143,11.341849999999999,10342.0,23518.75,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8017571429,12.888457619,2709.71428571,5446.2952381,3.42857142857,13.1921666667,12.2287375,4785.16666667,7536.95833333,2.66666666667
