ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
bec-1,1,0.013354701,0.7436419,6,,c_eleg,14.5816,13.2789,164,1068.333333,3,c_brig,13.6224,13.2993,1088,1591.333333,3,c_bren,14.8776,14.7296,163,1106.5,4,c_rema,14.5816,13.191325,210,1327.875,8,c_japo,13.7347,13.7347,211,211,2,a_lumb,12.0408,12.0408,959,959,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90645,13.37910417,465.8333333,1044.006944,3.5,,,,,
zmp-2,2,0.026709402,0.726820315,5,,c_eleg,14.8776,13.50515,188,1070.5,2,c_brig,14.8776,13.37245,119,1427.5,2,c_bren,14.8776,13.72793333,1718,2980.333333,3,c_rema,14.8776,14.59695,280,368.5,2,a_lumb,14.8776,12.9184,3115,5381.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8776,13.62417667,1084,2245.633333,2.4,,,,,
Y73F4A.1,3,0.040064103,0.718333231,6,,c_eleg,14.5816,12.29286,1800,10865.2,10,c_brig,14.8776,13.60883333,7531,12506.66667,6,c_bren,14.5816,13.3095,1925,4788.333333,3,c_rema,14.5816,12.93147143,1095,5631.571429,7,c_japo,14.5816,14.5816,8407,8407,1,p_exsp,11.7449,11.7449,799,799,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15815,13.07819413,3592.833333,7166.295238,4.833333333,,,,,
mdl-1,4,0.053418803,0.70236604,6,,c_eleg,14.5816,13.602,720,2887,2,c_brig,13.5612,12.5102,623,2826.5,2,c_bren,14.5816,13.5204,756,3824.666667,3,c_rema,14.5816,12.826525,1163,4437.75,4,c_japo,14.5816,13.17548,733,5122.6,5,a_lumb,13.3571,13.0068,6427,8863,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.20745,13.10690083,1737,4660.252778,3.166666667,,,,,
srr-4,5,0.066773504,0.700279396,5,,c_eleg,14.5816,12.59523333,136,1231.666667,3,c_brig,14.5816,13.75,120,139.5,2,c_bren,14.5816,12.74146667,1481,2595.333333,3,c_rema,14.5816,13.5408,1494,2583.333333,3,c_japo,14.5816,14.5816,877,877,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5816,13.44182,821.6,1485.366667,2.4,,,,,
nhr-120,6,0.080128205,0.698517838,6,3,c_eleg,14.8776,13.933675,803,1506.75,4,c_brig,14.8776,13.6239,1067,2166.714286,7,c_bren,14.3163,14.12243333,1595,2609.333333,3,c_rema,14.8776,13.17801111,41,2270.666667,9,c_japo,14.3163,13.8367,1974,2913,2,p_paci,11.4082,11.4082,276,276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,14.3163,12.517,756,1217.666667,3,c_brig,11.8673,11.8673,1344,1344,1,c_bren,11.8673,11.8673,1388,1388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.11226667,13.35048657,959.3333333,1957.077381,4.333333333,12.68363333,12.08386667,1162.666667,1316.555556,1.666666667
arrd-26,7,0.093482906,0.697914123,5,,c_eleg,14.2959,13.07823333,1892,4871.666667,3,c_brig,14.5816,14.5816,1490,1490,1,c_bren,14.5816,14.5816,2626,2626,1,c_rema,14.5816,13.0357,3426,3566,2,a_lumb,14.8776,12.920925,804,5498.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58366,13.63961167,2047.6,3610.433333,2.2,,,,,
cwn-2,8,0.106837607,0.69759844,7,,c_eleg,14.5,13.2551,2374,3357,2,c_brig,14.5,12.9541,1675,4684.5,2,c_bren,14.5,14.35205,1693,3316.5,2,c_rema,14.5,14.5,1249,1249,1,c_japo,14.5,14.5,2858,2858,1,p_paci,13.9388,12.9949,220,273,2,a_lumb,13.9184,12.454075,4752,36109.58333,12,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.33674286,13.57288929,2117.285714,7406.797619,3.142857143,,,,,
elo-6,9,0.120192308,0.697157151,5,,c_eleg,14.5816,13.5,183,753,2,c_brig,14.2959,14.2959,142,142,1,c_bren,14.8776,14.8776,163,170,2,c_rema,14.8776,14.8776,179,179,1,c_japo,14.2959,14.25,318,912,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58572,14.36022,197,431.2,1.6,,,,,
gst-7,10,0.133547009,0.695847404,5,,c_eleg,14.8776,13.88265,210,266.75,4,c_japo,14.5816,14.5816,322,322,1,p_paci,14.2959,14.2959,737,737,1,p_exsp,14.2959,13.60715,935,3577,2,a_lumb,14.8776,12.69896667,165,7899.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58572,13.81325333,473.8,2560.45,2.8,,,,,
