ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
inx-5,1,0.021537799,0.698628601,7,,c_eleg,7.66029,7.370815,581,1630,2,c_brig,7.5933,7.38756,552,1150,2,c_rema,7.66029,7.370815,555,1463.5,2,c_japo,7.53589,7.483255,513,1629.5,2,p_paci,7.11005,7.11005,676,676,1,p_exsp,7.18182,7.11962,2134,5967,2,a_lumb,7.27273,7.27273,12576,12576,1,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.430624286,7.302120714,2512.428571,3584.571429,1.714285714,,,,,
F46C5.10,2,0.043075598,0.68870684,5,,c_eleg,7.55024,7.55024,1028,1028,1,c_brig,7.55024,7.55024,402,402,1,c_bren,7.55024,7.55024,485,485,1,c_rema,7.55024,7.55024,407,407,1,c_japo,7.48325,7.48325,382,382,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.536842,7.536842,540.8,540.8,1,,,,,
cky-1,3,0.064613397,0.684239587,5,,c_eleg,7.53589,7.53589,28,28,1,c_brig,7.53589,7.53589,85,85,1,c_bren,7.53589,7.53589,82,82,2,c_rema,7.53589,7.53589,82,82,1,c_japo,7.53589,7.53589,76,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53589,7.53589,70.6,70.6,1.2,,,,,
bed-3,4,0.086151195,0.660578679,4,,c_eleg,7.66029,7.433015,6657,7175,2,c_brig,7.66029,7.66029,7426,7426,1,c_bren,7.66029,7.433015,6866,7371,2,c_rema,7.66029,7.66029,5915,5915,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66029,7.5466525,6716,6971.75,1.5,,,,,
C34E11.2,5,0.107688994,0.640176904,5,4,c_eleg,7.67464,7.3756,472,3876,2,c_brig,7.67464,7.444975,540,5734,2,c_bren,7.67464,7.33732,801,5609.5,2,c_rema,7.67464,7.264116,599,4234.2,5,a_lumb,7.1244,7.1244,3088,3088,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,7.5933,7.330145,6936,7029.5,2,c_brig,7.06699,7.043063333,916,4920.666667,3,c_bren,7.44498,7.44498,5095,5095,1,a_lumb,7.04306,7.0311,4458,7228.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.564592,7.3092822,1100,4508.34,2.4,7.2870825,7.212322083,4351.25,6068.416667,2
F37B12.1,6,0.129226793,0.63463736,4,,c_eleg,7.5933,7.5933,6014,6014,1,c_brig,7.5933,7.5933,7611,7611,1,c_rema,7.5933,7.5933,5150,5150,1,c_japo,7.5933,7.502393333,459,4483,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5933,7.570573333,4808.5,5814.5,1.5,,,,,
F53H2.3,7,0.150764592,0.622003946,6,2,c_eleg,7.67464,7.63397,792,1590.5,2,c_brig,7.48325,7.2882775,7456,22785.5,4,c_bren,7.55024,7.207794286,1881,21882.28571,7,c_rema,7.45933,7.45933,22296,22296,1,c_japo,7.55024,7.36603,1006,1227,2,p_exsp,7.67464,7.188995,9947,22256,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,7.05263,7.05263,11168,11168,1,a_lumb,7.20096,7.145935,7644,8074.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56539,7.357399464,7229.666667,15339.54762,3.666666667,7.126795,7.0992825,9406,9621.25,1.5
his-69,8,0.172302391,0.612377628,4,,c_eleg,7.55024,7.55024,405,405,1,c_rema,7.45933,7.45933,345,531,2,p_exsp,7.55024,7.55024,582,582,1,a_lumb,7.60766,7.51914,1283,3050.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5418675,7.5197375,653.75,1142.125,1.5,,,,,
C03C11.1,9,0.19384019,0.612323565,5,,c_eleg,7.55024,7.55024,11819,11819,1,c_brig,7.45933,7.1563,3215,10532,3,c_bren,7.55024,7.26874,6240,15697.16667,6,c_japo,7.55024,7.55024,4459,4459,1,p_paci,7.21531,7.21531,5031,5031,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.465072,7.348166,6152.8,9507.633333,2.4,,,,,
W04A4.6,10,0.215377988,0.603509553,5,,c_eleg,7.60766,7.571775,721,1781,2,c_brig,7.55024,7.55024,883,883,1,c_bren,7.55024,7.1842125,204,3212.75,4,c_rema,7.55024,7.301435,612,758.5,2,c_japo,7.22967,7.071773333,224,1621.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49761,7.335887167,528.8,1651.383333,2.4,,,,,
C25D7.1,11,0.236915787,0.583705861,4,,c_eleg,7.5933,7.5933,1527,1527,1,c_brig,7.55024,7.55024,5310,5310,1,c_bren,7.55024,7.23764,3478,3762,3,c_rema,7.55024,7.487084,1795,2136.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.561005,7.467066,3027.5,3183.95,2.5,,,,,
