ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
asp-13,1,0.014779781,0.745736201,5,,c_eleg,14.4082,12.98368,5961,11059.2,5,c_brig,14.4082,12.49205556,756,11663.77778,9,c_rema,14.4082,13.31293333,5711,8844,3,c_japo,14.4082,13.168375,2462,11974.5,4,a_lumb,13,12.034,1242,3676.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12656,12.79820878,3226.4,9443.562222,4.8,,,,,
C09F12.2,2,0.029559563,0.745207444,6,,c_eleg,14.4082,12.93062,272,1617.6,5,c_brig,14.4082,12.41325,1867,2733.5,4,c_bren,14.4082,13.7041,387,1498.75,4,c_rema,14.4082,13.449,375,1156,4,p_paci,11.9796,11.9796,1326,1326,1,p_exsp,11.1224,11.1224,112,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4558,12.59982833,723.1666667,1407.308333,3.166666667,,,,,
C05A9.2,3,0.044339344,0.735875318,5,,c_eleg,14.4082,12.7653,1796,4664,2,c_brig,14.4082,12.59863333,1822,8156.333333,3,c_bren,14.4082,12.7653,1198,3492,2,c_rema,14.4082,12.84353333,1226,4378.666667,3,c_japo,14.4082,12.9796,1096,3839.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4082,12.79047333,1427.6,4906.05,2.8,,,,,
mltn-9,4,0.059119125,0.734274273,6,,c_eleg,14.4082,12.78913333,3376,4490.666667,3,c_brig,13,13,3020,3020,1,c_bren,14.4082,12.7653,281,2691,2,c_rema,14.4082,13.2245,7887,9788,3,p_exsp,14.4082,12.29498182,83,396.9090909,33,a_lumb,11.1224,11.1224,525,525,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62586667,12.53271919,2528.666667,3485.262626,7.166666667,,,,,
ZC250.4,5,0.073898906,0.732490608,5,,c_eleg,14.4082,12.60816,1581,3373.2,5,c_brig,14.4082,12.84353333,453,2055.666667,3,c_bren,14.4082,12.517,337,4433.583333,12,c_rema,14.4082,12.84185,1101,3934.5,4,c_japo,13,12.4898,3962,3963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12656,12.66006867,1486.8,3551.99,5.2,,,,,
sgn-1,6,0.088678688,0.73052474,5,,c_eleg,14.4082,13.2525625,1364,2510.75,8,c_brig,14.4082,13.168375,483,2101.75,4,c_japo,14.4082,13.33675,1990,1991,2,p_exsp,14.4082,14.4082,2116,2116,1,a_lumb,13,13,5444,5444,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12656,13.4331775,2279.4,2832.7,3.2,,,,,
npr-27,7,0.103458469,0.721109083,7,2,c_eleg,14.4082,13.60351429,1886,5489.714286,7,c_brig,14.4082,13.1939,2383,4589.5,2,c_bren,14.4082,12.5034,7890,13101,3,c_rema,14.4082,13.12926667,219,4770.666667,3,c_japo,13,13,2853,2853,1,p_paci,11.1224,11.1224,2422,2422,1,p_exsp,11.1224,11.1224,2507,2507,1,NA,NA,NA,NA,NA,NA,c_eleg,12.2653,11.69385,572,871,2,a_lumb,11.9796,11.9796,452,452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.26822857,12.52498299,2880,5104.697279,2.571428571,12.12245,11.836725,512,661.5,1.5
nhr-48,8,0.11823825,0.72003398,6,,c_eleg,14.4082,13.7041,3051,3227,2,c_brig,13,12.7551,3317,3506.833333,6,c_bren,14.4082,13.12926667,3266,4952.5,6,c_rema,14.4082,13.7041,3333,3348.5,2,p_paci,14.4082,14.05615,768,1992.25,4,p_exsp,11.1224,11.1224,1393,1498,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62586667,13.07851944,2521.333333,3087.513889,3.666666667,,,,,
T01B10.5,9,0.133018031,0.714066407,5,,c_eleg,14.4082,12.8392875,3121,12482,8,c_brig,14.4082,14.4082,1964,5650.333333,3,c_bren,14.4082,13.449,3908,11863.25,8,c_rema,14.4082,13.7041,1973,8228.875,8,c_japo,13,12.0612,6182,6934.75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12656,13.2923575,3429.6,9031.841667,6.2,,,,,
F07H5.7,10,0.147797813,0.710397109,5,,c_eleg,14.4082,13.4694,4004,5385.333333,3,c_brig,14.4082,13.84492,4435,6479.4,5,c_rema,14.4082,12.92176667,3348,4383.833333,6,p_paci,14.4082,12.88265,354,4954.25,4,p_exsp,14.4082,13.06463333,217,2020.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4082,13.236674,2471.6,4644.663333,4.8,,,,,
