ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
nhr-71,1,0.010060362,0.748871885,6,3,c_eleg,8.71154,7.940171111,1197,4615.888889,9,c_brig,8.71154,8.09495125,1819,5893.25,8,c_bren,8.71154,8.098372308,611,8943.769231,13,c_rema,8.61538,7.971152,1392,5722,10,c_japo,8.51923,8.259615,1274,1466.5,2,p_exsp,7.72115,7.673075,948,1849.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,7.61538,7.61538,752,752,1,c_bren,7.59615,7.59615,978,978,1,p_exsp,7.80769,7.80769,2626,2626,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.498396667,8.006222778,1206.833333,4748.44302,7.666666667,7.673073333,7.673073333,1452,1452,1
T07E3.4,2,0.020120724,0.740892717,5,,c_eleg,8.71154,8.153845,1855,1920,2,c_brig,8.71154,8.282053333,962,1205.666667,3,c_bren,8.71154,8.66346,861,1319.5,2,c_rema,8.71154,8.197115,1437,1724,2,c_japo,8.39423,7.973076,1033,3759.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.648078,8.253909867,1229.6,1985.713333,2.8,,,,,
bath-44,3,0.030181087,0.734830377,7,,c_eleg,8.61538,8.0865375,492,2402.5,4,c_brig,8.61538,8.131408333,106,2704.166667,6,c_bren,8.61538,8.2932675,1156,2143,4,c_rema,8.61538,7.901098571,1900,3864.428571,7,c_japo,8.71154,7.991453333,136,8438.777778,9,p_paci,8.01923,7.86859,2194,2867,3,p_exsp,8.01923,7.85096,2516,2970,2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.458788571,8.017616463,1214.285714,3627.124717,5,,,,,
slc-17.7,4,0.040241449,0.734311991,5,,c_eleg,8.71154,8.120193333,359,5866.25,12,c_brig,8.61538,8.23077,3411,12581.71429,7,c_bren,8.71154,8.18654,1105,5821.2,5,c_rema,8.61538,8.097956875,234,9684.5,16,p_exsp,8.42308,7.996798333,442,2045.833333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.615384,8.126451708,1110.2,7199.899524,9.2,,,,,
tax-6,5,0.050301811,0.725332273,6,,c_eleg,8.61538,8.068374444,42,5936.111111,9,c_brig,8.61538,8.149035,1064,1713,2,c_bren,8.61538,8.175824286,1923,7486.857143,7,c_rema,8.61538,8.04446875,266,4091.5,8,c_japo,8.61538,8.61538,683,683,1,p_paci,7.68269,7.658655,2756,3255,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.459931667,8.118622913,1122.333333,3860.911376,4.833333333,,,,,
neto-1,6,0.060362173,0.723592036,6,4,c_eleg,8.61538,7.974356667,875,1474,3,c_brig,8.61538,8.153845,1162,1801,2,c_bren,8.61538,8.03205,1619,2216.666667,3,c_rema,8.61538,8.20192,586,1041.5,2,p_exsp,8.71154,8.42308,1091,1094.5,2,a_lumb,8.03846,7.817305,6649,6952,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,7.97115,7.793265,3394,4502.5,2,c_bren,7.61538,7.61538,97,97,1,p_exsp,7.91346,7.77404,1887,1915.5,2,a_lumb,7.80769,7.80769,6590,6590,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.535253333,8.100426111,1997,2429.944444,2.333333333,7.82692,7.74759375,2992,3276.25,1.5
pitr-3,7,0.070422535,0.721727182,7,,c_eleg,8.51923,7.945511667,39,1687.5,6,c_brig,8.42308,8.163465,44,242.5,2,c_bren,8.71154,8.262238182,53,1269.090909,11,c_rema,8.61538,8.160256111,36,1928.888889,18,p_paci,8.71154,8.221155,524,2105.5,4,p_exsp,8.42308,7.960335,953,2412.875,16,a_lumb,8.03846,7.7812475,1601,5386,4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.491758571,8.070601209,464.2857143,2147.479257,8.714285714,,,,,
mig-15,8,0.080482897,0.720816221,7,,c_eleg,8.71154,7.93149,243,5475.875,8,c_brig,8.71154,7.86658625,4039,9830.25,8,c_bren,8.71154,7.99423,2959,6996,5,c_rema,8.71154,7.852563333,1514,4543.166667,6,c_japo,8.71154,8.177885,3304,5828.5,4,p_paci,8.06731,8.06731,1937,1937,1,a_lumb,7.78846,7.75,587,637,2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.487638571,7.948580655,2083.285714,5035.39881,4.857142857,,,,,
Y57A10C.9,9,0.09054326,0.718585276,5,,c_eleg,8.61538,8.141825,763,1434.25,4,c_brig,8.61538,8.071152,1722,4519,5,c_bren,8.61538,8.283655,373,3541,6,c_rema,8.61538,8.10096,335,1489.5,4,c_japo,8.23077,8.23077,2277,2277,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.538458,8.1656724,1094,2652.15,4,,,,,
F57G12.1,10,0.100603622,0.714866696,5,,c_eleg,8.71154,8.25905,179,14039.05882,17,c_brig,8.71154,8.001201875,141,8729.625,16,c_bren,8.71154,8.153846154,3870,10618.38462,13,c_rema,8.71154,8.079544545,181,8683.181818,11,c_japo,7.97115,7.97115,3766,3766,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.563462,8.092958515,1627.4,9167.250051,11.6,,,,,
